Idade,Insatisfacao,viagensNegocio,Diária,Departamento,DistanciadeCasa,Educacao,CampoEducacao,NumerodoFuncionario,SatisfacaoAmbiente,Genero,HorasTrabalhadas,EnvovimentoTrabalho,NivelnoTrabalho,Cargo,SatisfacaoTrabalho,StatusCivil,Renda Mensal,Taxa mensal,EmpresasTrabalhadas,Hora Extra,TaxaPerformance,SatisfacaoRelacionamento,HorasPadrao,NivelRemuneracaoVariavel,TempoTotalTrabalho,TempoTreinamentoAnosAnteriores,EquilibrioVidaTrabalho,AnosEmpresa,AnosMesmaPosicao,AnosDesdeUltimaPromocao,AnosMesmoGestor,teste aula
43,Nao,viaja-frequentemente,559,P & D,10,4,Ciencias Sociais,448,3,Feminino,82,2,2,Tecnico de Laboratorio,3,Divorciado,5257,6227,1,Não,3,2,80,1,9,3,4,9,7,0,0,331
27,Nao,nao-viaja,210,Vendas,1,1,Marketing,449,3,Masculino,73,3,2,Executivo de Vendas,2,Casado,6349,22107,0,Sim,3,4,80,1,6,0,3,5,4,1,4,332
54,Nao,viaja-frequentemente,928,P & D,20,4,Ciencias Sociais,450,4,Feminino,31,3,2,Pesquisador,3,Solteiro,4869,16885,3,Não,3,4,80,0,20,4,2,4,3,0,3,333
43,Nao,viaja-raramente,1001,P & D,7,3,Ciencias Sociais,451,3,Feminino,43,3,3,Representante da Saude,1,Casado,9985,9262,8,Não,3,1,80,1,10,1,2,1,0,0,0,334
45,Nao,viaja-raramente,549,P & D,8,4,Outros,452,4,Masculino,75,3,2,Pesquisador,4,Casado,3697,9278,9,Não,3,1,80,2,12,3,3,10,9,9,8,335
40,Nao,viaja-raramente,1124,Vendas,1,2,Medicina,453,2,Masculino,57,1,2,Executivo de Vendas,4,Casado,7457,13273,2,Sim,4,3,80,3,6,2,2,4,3,0,2,336
29,Sim,viaja-raramente,318,P & D,8,4,Outros,454,2,Masculino,77,1,1,Tecnico de Laboratorio,1,Casado,2119,4759,1,Sim,3,4,80,0,7,4,2,7,7,0,7,337
29,Nao,viaja-raramente,738,P & D,9,5,Outros,455,2,Masculino,30,2,1,Tecnico de Laboratorio,4,Solteiro,3983,7621,0,Não,3,3,80,0,4,2,3,3,2,2,2,338
30,Nao,viaja-raramente,570,Vendas,5,3,Marketing,456,4,Feminino,30,2,2,Executivo de Vendas,3,Divorciado,6118,5431,1,Não,3,3,80,3,10,2,3,10,9,1,2,339
27,Nao,viaja-raramente,1130,Vendas,8,4,Marketing,458,2,Feminino,56,3,2,Executivo de Vendas,2,Casado,6214,3415,1,Não,3,1,80,1,8,3,3,8,7,0,7,340
37,Nao,viaja-raramente,1192,P & D,5,2,Medicina,460,4,Masculino,61,3,2,Diretor de Manufatura,4,Divorciado,6347,23177,7,Não,3,3,80,2,8,2,2,6,2,0,4,341
38,Nao,viaja-raramente,343,P & D,15,2,Ciencias Sociais,461,3,Masculino,92,2,3,Diretor de Pesquisa,4,Divorciado,11510,15682,0,Sim,3,2,80,1,12,3,3,11,10,2,9,342
31,Nao,viaja-raramente,1232,P & D,7,4,Medicina,462,3,Feminino,39,3,3,Diretor de Manufatura,4,Solteiro,7143,25713,1,Sim,3,3,80,0,11,2,2,11,9,4,10,343
29,Nao,viaja-raramente,144,Vendas,10,1,Marketing,463,4,Feminino,39,2,2,Executivo de Vendas,2,Divorciado,8268,11866,1,Sim,3,1,80,2,7,2,3,7,7,1,7,344
35,Nao,viaja-raramente,1296,P & D,5,4,Formacao Tecnica,464,3,Masculino,62,3,3,Diretor de Manufatura,2,Solteiro,8095,18264,0,Não,3,4,80,0,17,5,3,16,6,0,13,345
23,Nao,viaja-raramente,1309,P & D,26,1,Ciencias Sociais,465,3,Masculino,83,3,1,Pesquisador,4,Divorciado,2904,16092,1,Não,3,3,80,2,4,2,2,4,2,0,2,346
41,Nao,viaja-raramente,483,P & D,6,3,Medicina,466,4,Masculino,95,2,2,Diretor de Manufatura,2,Solteiro,6032,10110,6,Sim,3,4,80,0,8,3,3,5,4,1,2,347
47,Nao,viaja-frequentemente,1309,Vendas,4,1,Medicina,467,2,Masculino,99,3,2,Representante de Vendas,3,Solteiro,2976,25751,3,Não,3,1,80,0,5,3,3,0,0,0,0,348
42,Nao,viaja-raramente,810,P & D,23,5,Ciencias Sociais,468,1,Feminino,44,3,4,Diretor de Pesquisa,4,Solteiro,15992,15901,2,Não,3,2,80,0,16,2,3,1,0,0,0,349
29,Nao,nao-viaja,746,Vendas,2,3,Ciencias Sociais,469,4,Masculino,61,3,2,Executivo de Vendas,3,Casado,4649,16928,1,Não,3,1,80,1,4,3,2,4,3,0,2,350
42,Nao,viaja-raramente,544,Recursos Humanos,2,1,Formacao Tecnica,470,3,Masculino,52,3,1,Recursos Humanos,3,Divorciado,2696,24017,0,Sim,3,3,80,1,4,5,3,3,2,1,0,351
32,Nao,viaja-raramente,1062,P & D,2,3,Medicina,471,3,Feminino,75,3,1,Tecnico de Laboratorio,2,Casado,2370,3956,1,Não,3,3,80,1,8,4,3,8,0,0,7,352
48,Nao,viaja-raramente,530,Vendas,29,1,Medicina,473,1,Feminino,91,3,3,Gestor,3,Casado,12504,23978,3,Não,4,2,80,1,15,3,1,0,0,0,0,353
37,Nao,viaja-raramente,1319,P & D,6,3,Medicina,474,3,Masculino,51,4,2,Pesquisador,1,Divorciado,5974,17001,4,Sim,3,1,80,2,13,2,3,7,7,6,7,354
30,Nao,nao-viaja,641,Vendas,25,2,Formacao Tecnica,475,4,Feminino,85,3,2,Executivo de Vendas,3,Casado,4736,6069,7,Sim,3,2,80,1,4,2,4,2,2,2,2,355
26,Nao,viaja-raramente,933,Vendas,1,3,Ciencias Sociais,476,3,Masculino,57,3,2,Executivo de Vendas,3,Casado,5296,20156,1,Não,3,2,80,1,8,3,3,8,7,7,7,356
42,Nao,viaja-raramente,1332,P & D,2,4,Outros,477,1,Masculino,98,2,2,Representante da Saude,4,Solteiro,6781,17078,3,Não,4,2,80,0,14,6,3,1,0,0,0,357
21,Sim,viaja-frequentemente,756,Vendas,1,1,Formacao Tecnica,478,1,Feminino,99,2,1,Representante de Vendas,2,Solteiro,2174,9150,1,Sim,3,3,80,0,3,3,3,3,2,1,2,358
36,Nao,nao-viaja,845,Vendas,1,5,Medicina,479,4,Feminino,45,3,2,Executivo de Vendas,4,Solteiro,6653,15276,4,Não,3,2,80,0,7,6,3,1,0,0,0,359
36,Nao,viaja-frequentemente,541,Vendas,3,4,Medicina,481,1,Masculino,48,2,3,Executivo de Vendas,4,Casado,9699,7246,4,Não,3,1,80,1,16,2,3,13,9,1,12,360
57,Nao,viaja-raramente,593,P & D,1,4,Medicina,482,4,Masculino,88,3,2,Representante da Saude,3,Casado,6755,2967,2,Não,3,3,80,0,15,2,3,3,2,1,2,361
40,Nao,viaja-raramente,1171,P & D,10,4,Ciencias Sociais,483,4,Feminino,46,4,1,Tecnico de Laboratorio,3,Casado,2213,22495,3,Sim,3,3,80,1,10,3,3,7,7,1,7,362
21,Nao,nao-viaja,895,Vendas,9,2,Medicina,484,1,Masculino,39,3,1,Representante de Vendas,4,Solteiro,2610,2851,1,Não,4,3,80,0,3,3,2,3,2,2,2,363
33,Sim,viaja-raramente,350,Vendas,5,3,Marketing,485,4,Feminino,34,3,1,Representante de Vendas,3,Solteiro,2851,9150,1,Sim,3,2,80,0,1,2,3,1,0,0,0,364
37,Nao,viaja-raramente,921,P & D,10,3,Medicina,486,3,Feminino,98,3,1,Tecnico de Laboratorio,1,Casado,3452,17663,6,Não,4,2,80,1,17,3,3,5,4,0,3,365
46,Nao,nao-viaja,1144,P & D,7,4,Medicina,487,3,Feminino,30,3,2,Diretor de Manufatura,3,Casado,5258,16044,2,Não,3,3,80,0,7,2,4,1,0,0,0,366
41,Sim,viaja-frequentemente,143,Vendas,4,3,Marketing,488,1,Masculino,56,3,2,Executivo de Vendas,2,Solteiro,9355,9558,1,Não,3,3,80,0,8,5,3,8,7,7,7,367
50,Nao,viaja-raramente,1046,P & D,10,3,Formacao Tecnica,491,4,Masculino,100,2,3,Representante da Saude,4,Solteiro,10496,2755,6,Não,3,4,80,0,20,2,3,4,3,1,3,368
40,Sim,viaja-raramente,575,Vendas,22,2,Marketing,492,3,Masculino,68,2,2,Executivo de Vendas,3,Casado,6380,6110,2,Sim,3,1,80,2,8,6,3,6,4,1,0,369
31,Nao,viaja-raramente,408,P & D,9,4,Ciencias Sociais,493,3,Masculino,42,2,1,Pesquisador,2,Solteiro,2657,7551,0,Sim,3,4,80,0,3,5,3,2,2,2,2,370
21,Sim,viaja-raramente,156,Vendas,12,3,Ciencias Sociais,494,3,Feminino,90,4,1,Representante de Vendas,2,Solteiro,2716,25422,1,Não,3,4,80,0,1,0,3,1,0,0,0,371
29,Nao,viaja-raramente,1283,P & D,23,3,Ciencias Sociais,495,4,Masculino,54,3,1,Pesquisador,4,Solteiro,2201,18168,9,Não,3,4,80,0,6,4,3,3,2,1,2,372
35,Nao,viaja-raramente,755,P & D,9,4,Ciencias Sociais,496,3,Masculino,97,2,2,Representante da Saude,2,Solteiro,6540,19394,9,Não,3,3,80,0,10,5,3,1,1,0,0,373
27,Nao,viaja-raramente,1469,P & D,1,2,Medicina,497,4,Masculino,82,3,1,Tecnico de Laboratorio,2,Divorciado,3816,17881,1,Não,3,2,80,1,5,2,3,5,2,0,4,374
28,Nao,viaja-raramente,304,Vendas,9,4,Ciencias Sociais,498,2,Masculino,92,3,2,Executivo de Vendas,4,Solteiro,5253,20750,1,Não,3,4,80,0,7,1,3,7,5,0,7,375
49,Nao,viaja-raramente,1261,P & D,7,3,Outros,499,2,Masculino,31,2,3,Representante da Saude,3,Solteiro,10965,12066,8,Não,4,3,80,0,26,2,3,5,2,0,0,376
51,Nao,viaja-raramente,1178,Vendas,14,2,Ciencias Sociais,500,3,Feminino,87,3,2,Executivo de Vendas,4,Casado,4936,14862,4,Não,3,3,80,1,18,2,2,7,7,0,7,377
36,Nao,viaja-raramente,329,P & D,2,3,Ciencias Sociais,501,4,Feminino,96,3,1,Pesquisador,3,Casado,2543,11868,4,Não,3,2,80,1,6,3,3,2,2,2,2,378
34,Sim,nao-viaja,1362,Vendas,19,3,Marketing,502,1,Masculino,67,4,2,Executivo de Vendas,4,Solteiro,5304,4652,8,Sim,3,2,80,0,9,3,2,5,2,0,4,379
55,Nao,viaja-raramente,1311,P & D,2,3,Ciencias Sociais,505,3,Feminino,97,3,4,Gestor,4,Solteiro,16659,23258,2,Sim,3,3,80,0,30,2,3,5,4,1,2,380
24,Nao,viaja-raramente,1371,Vendas,10,4,Marketing,507,4,Feminino,77,3,2,Executivo de Vendas,3,Divorciado,4260,5915,1,Sim,3,4,80,1,5,2,4,5,2,0,3,381
30,Nao,viaja-raramente,202,Vendas,2,1,Formacao Tecnica,508,3,Masculino,72,3,1,Representante de Vendas,2,Casado,2476,17434,1,Não,3,1,80,1,1,3,3,1,0,0,0,382
26,Sim,viaja-frequentemente,575,P & D,3,1,Formacao Tecnica,510,3,Masculino,73,3,1,Pesquisador,1,Solteiro,3102,6582,0,Não,4,3,80,0,7,2,3,6,4,0,4,383
22,Nao,viaja-raramente,253,P & D,11,3,Medicina,511,1,Feminino,43,3,1,Pesquisador,2,Casado,2244,24440,1,Não,3,4,80,1,2,1,3,2,1,1,2,384
36,Nao,viaja-raramente,164,Vendas,2,2,Medicina,513,2,Masculino,61,2,3,Executivo de Vendas,3,Casado,7596,3809,1,Não,3,2,80,2,10,2,3,10,9,9,0,385
30,Sim,viaja-frequentemente,464,P & D,4,3,Formacao Tecnica,514,3,Masculino,40,3,1,Pesquisador,4,Solteiro,2285,3427,9,Sim,4,3,80,0,3,4,3,1,0,0,0,386
37,Nao,viaja-raramente,1107,P & D,14,3,Ciencias Sociais,515,4,Feminino,95,3,1,Tecnico de Laboratorio,1,Divorciado,3034,26914,1,Não,3,3,80,1,18,2,2,18,7,12,17,387
40,Nao,viaja-raramente,759,Vendas,2,2,Marketing,516,4,Feminino,46,3,2,Executivo de Vendas,2,Divorciado,5715,22553,7,Não,3,3,80,2,8,5,3,5,4,1,3,388
42,Nao,viaja-raramente,201,P & D,1,4,Ciencias Sociais,517,2,Feminino,95,3,1,Tecnico de Laboratorio,1,Divorciado,2576,20490,3,Não,3,2,80,1,8,5,3,5,2,1,2,389
37,Nao,viaja-raramente,1305,P & D,10,4,Ciencias Sociais,518,3,Masculino,49,3,2,Diretor de Manufatura,2,Solteiro,4197,21123,2,Sim,3,4,80,0,18,2,2,1,0,0,1,390
43,Nao,viaja-raramente,982,P & D,12,3,Ciencias Sociais,520,1,Masculino,59,2,4,Diretor de Pesquisa,2,Divorciado,14336,4345,1,Não,3,3,80,1,25,3,3,25,10,3,9,391
40,Nao,viaja-raramente,555,P & D,2,3,Medicina,521,2,Feminino,78,2,2,Tecnico de Laboratorio,3,Casado,3448,13436,6,Não,4,2,80,1,20,3,3,1,0,0,0,392
54,Nao,viaja-raramente,821,P & D,5,2,Medicina,522,1,Masculino,86,3,5,Diretor de Pesquisa,1,Casado,19406,8509,4,Não,3,3,80,1,24,4,2,4,2,1,2,393
34,Nao,nao-viaja,1381,Vendas,4,4,Marketing,523,3,Feminino,72,3,2,Executivo de Vendas,3,Casado,6538,12740,9,Não,3,1,80,1,6,3,3,3,2,1,2,394
31,Nao,viaja-raramente,480,P & D,7,2,Medicina,524,2,Feminino,31,3,2,Diretor de Manufatura,1,Casado,4306,4156,1,Não,3,2,80,1,13,5,1,13,10,3,12,395
43,Nao,viaja-frequentemente,313,P & D,21,3,Medicina,525,4,Masculino,61,3,1,Tecnico de Laboratorio,4,Casado,2258,15238,7,Não,4,1,80,1,8,1,3,3,2,1,2,396
43,Nao,viaja-raramente,1473,P & D,8,4,Outros,526,3,Feminino,74,3,2,Representante da Saude,3,Divorciado,4522,2227,4,Sim,3,4,80,0,8,3,3,5,2,0,2,397
25,Nao,viaja-raramente,891,Vendas,4,2,Ciencias Sociais,527,2,Feminino,99,2,2,Executivo de Vendas,4,Solteiro,4487,12090,1,Sim,3,2,80,0,5,3,3,5,4,1,3,398
37,Nao,nao-viaja,1063,P & D,25,5,Medicina,529,2,Feminino,72,3,2,Pesquisador,3,Casado,4449,23866,3,Sim,3,1,80,2,15,2,3,13,11,10,7,399
31,Nao,viaja-raramente,329,P & D,1,2,Ciencias Sociais,530,4,Masculino,98,2,1,Tecnico de Laboratorio,1,Casado,2218,16193,1,Não,3,3,80,1,4,3,3,4,2,3,2,400
39,Nao,viaja-frequentemente,1218,P & D,1,1,Ciencias Sociais,531,2,Masculino,52,3,5,Gestor,3,Divorciado,19197,8213,1,Sim,3,3,80,1,21,3,3,21,8,1,6,401
56,Nao,viaja-frequentemente,906,Vendas,6,3,Ciencias Sociais,532,3,Feminino,86,4,4,Executivo de Vendas,1,Casado,13212,18256,9,Não,3,4,80,3,36,0,2,7,7,7,7,402
30,Nao,viaja-raramente,1082,Vendas,12,3,Formacao Tecnica,533,2,Feminino,83,3,2,Executivo de Vendas,3,Solteiro,6577,19558,0,Não,3,2,80,0,6,6,3,5,4,4,4,403
41,Nao,viaja-raramente,645,Vendas,1,3,Marketing,534,2,Masculino,49,4,3,Executivo de Vendas,1,Casado,8392,19566,1,Não,3,3,80,1,10,2,3,10,7,0,7,404
28,Nao,viaja-raramente,1300,P & D,17,2,Medicina,536,3,Masculino,79,3,2,Tecnico de Laboratorio,1,Divorciado,4558,13535,1,Não,3,4,80,1,10,2,3,10,0,1,8,405
25,Sim,viaja-raramente,688,P & D,3,3,Medicina,538,1,Masculino,91,3,1,Tecnico de Laboratorio,1,Casado,4031,9396,5,Não,3,3,80,1,6,5,3,2,2,0,2,406
52,Nao,viaja-raramente,319,P & D,3,3,Medicina,543,4,Masculino,39,2,3,Diretor de Manufatura,3,Casado,7969,19609,2,Sim,3,3,80,0,28,4,3,5,4,0,4,407
45,Nao,viaja-raramente,192,P & D,10,2,Ciencias Sociais,544,1,Masculino,69,3,1,Pesquisador,4,Casado,2654,9655,3,Não,4,4,80,2,8,3,2,2,2,0,2,408
52,Nao,viaja-raramente,1490,P & D,4,2,Ciencias Sociais,546,4,Feminino,30,3,4,Gestor,4,Casado,16555,10310,2,Não,3,4,80,0,31,2,1,5,2,1,4,409
42,Nao,viaja-frequentemente,532,P & D,29,2,Ciencias Sociais,547,1,Feminino,92,3,2,Pesquisador,3,Divorciado,4556,12932,2,Não,3,2,80,1,19,3,3,5,4,0,2,410
30,Nao,viaja-raramente,317,P & D,2,3,Ciencias Sociais,548,3,Feminino,43,1,2,Diretor de Manufatura,4,Solteiro,6091,24793,2,Não,4,3,80,0,11,2,3,5,4,0,2,411
60,Nao,viaja-raramente,422,P & D,7,3,Ciencias Sociais,549,1,Feminino,41,3,5,Gestor,1,Casado,19566,3854,5,Não,3,4,80,0,33,5,1,29,8,11,10,412
46,Nao,viaja-raramente,1485,P & D,18,3,Medicina,550,3,Feminino,87,3,2,Diretor de Manufatura,3,Divorciado,4810,26314,2,Não,3,3,80,1,19,5,2,10,7,0,8,413
42,Nao,viaja-frequentemente,1368,P & D,28,4,Formacao Tecnica,551,4,Feminino,88,2,2,Representante da Saude,4,Casado,4523,4386,0,Não,3,4,80,3,7,4,4,6,5,0,4,414
24,Sim,viaja-raramente,1448,Vendas,1,1,Formacao Tecnica,554,1,Feminino,62,3,1,Representante de Vendas,2,Solteiro,3202,21972,1,Sim,3,2,80,0,6,4,3,5,3,1,4,415
34,Sim,viaja-frequentemente,296,Vendas,6,2,Marketing,555,4,Feminino,33,1,1,Representante de Vendas,3,Divorciado,2351,12253,0,Não,3,4,80,1,3,3,2,2,2,1,0,416
38,Nao,viaja-frequentemente,1490,P & D,2,2,Ciencias Sociais,556,4,Masculino,42,3,1,Tecnico de Laboratorio,4,Casado,1702,12106,1,Sim,4,3,80,1,1,3,3,1,0,0,0,417
40,Nao,viaja-raramente,1398,Vendas,2,4,Ciencias Sociais,558,3,Feminino,79,3,5,Gestor,3,Casado,18041,13022,0,Não,3,4,80,0,21,2,3,20,15,1,12,418
26,Nao,viaja-raramente,1349,P & D,23,3,Ciencias Sociais,560,1,Feminino,90,3,1,Pesquisador,4,Divorciado,2886,3032,1,Não,4,2,80,2,3,3,1,3,2,0,2,419
30,Nao,nao-viaja,1400,P & D,3,3,Ciencias Sociais,562,3,Masculino,53,3,1,Tecnico de Laboratorio,4,Casado,2097,16734,4,Não,3,3,80,1,9,3,1,5,3,1,4,420
29,Nao,viaja-raramente,986,P & D,3,4,Medicina,564,2,Masculino,93,2,3,Diretor de Pesquisa,3,Casado,11935,21526,1,Não,3,3,80,0,10,2,3,10,2,0,7,421
29,Sim,viaja-raramente,408,P & D,25,5,Formacao Tecnica,565,3,Feminino,71,2,1,Pesquisador,2,Casado,2546,18300,5,Não,3,2,80,0,6,2,4,2,2,1,1,422
19,Sim,viaja-raramente,489,Recursos Humanos,2,2,Formacao Tecnica,566,1,Masculino,52,2,1,Recursos Humanos,4,Solteiro,2564,18437,1,Não,3,3,80,0,1,3,4,1,0,0,0,423
30,Nao,nao-viaja,1398,Vendas,22,4,Outros,567,3,Feminino,69,3,3,Executivo de Vendas,1,Casado,8412,2890,0,Não,3,3,80,0,10,3,3,9,8,7,8,424
57,Nao,viaja-raramente,210,Vendas,29,3,Marketing,568,1,Masculino,56,2,4,Gestor,4,Divorciado,14118,22102,3,Não,3,3,80,1,32,3,2,1,0,0,0,425
50,Nao,viaja-raramente,1099,P & D,29,4,Ciencias Sociais,569,2,Masculino,88,2,4,Gestor,3,Casado,17046,9314,0,Não,3,2,80,1,28,2,3,27,10,15,7,426
30,Nao,nao-viaja,1116,P & D,2,3,Medicina,571,3,Feminino,49,3,1,Tecnico de Laboratorio,4,Solteiro,2564,7181,0,Não,3,3,80,0,12,2,2,11,7,6,7,427
60,Nao,viaja-frequentemente,1499,Vendas,28,3,Marketing,573,3,Feminino,80,2,3,Executivo de Vendas,1,Casado,10266,2845,4,Não,3,4,80,0,22,5,4,18,13,13,11,428
47,Nao,viaja-raramente,983,P & D,2,2,Medicina,574,1,Feminino,65,3,2,Diretor de Manufatura,4,Divorciado,5070,7389,5,Não,3,3,80,3,20,2,3,5,0,0,4,429
46,Nao,viaja-raramente,1009,P & D,2,3,Ciencias Sociais,575,1,Masculino,51,3,4,Diretor de Pesquisa,3,Casado,17861,2288,6,Não,3,3,80,0,26,2,1,3,2,0,1,430
35,Nao,viaja-raramente,144,P & D,22,3,Ciencias Sociais,577,4,Masculino,46,1,1,Tecnico de Laboratorio,3,Solteiro,4230,19225,0,Não,3,3,80,0,6,2,3,5,4,4,3,431
54,Nao,viaja-raramente,548,P & D,8,4,Ciencias Sociais,578,3,Feminino,42,3,2,Tecnico de Laboratorio,3,Solteiro,3780,23428,7,Não,3,3,80,0,19,3,3,1,0,0,0,432
34,Nao,viaja-raramente,1303,P & D,2,4,Ciencias Sociais,579,4,Masculino,62,2,1,Pesquisador,3,Divorciado,2768,8416,3,Não,3,3,80,1,14,3,3,7,3,5,7,433
46,Nao,viaja-raramente,1125,Vendas,10,3,Marketing,580,3,Feminino,94,2,3,Executivo de Vendas,4,Casado,9071,11563,2,Sim,3,3,80,1,15,3,3,3,2,1,2,434
31,Nao,viaja-raramente,1274,P & D,9,1,Ciencias Sociais,581,3,Masculino,33,3,3,Diretor de Manufatura,2,Divorciado,10648,14394,1,Não,4,4,80,1,13,6,4,13,8,0,8,435
33,Sim,viaja-raramente,1277,P & D,15,1,Medicina,582,2,Masculino,56,3,3,Gestor,3,Casado,13610,24619,7,Sim,3,4,80,0,15,2,4,7,6,7,7,436
33,Sim,viaja-raramente,587,P & D,10,1,Medicina,584,1,Masculino,38,1,1,Tecnico de Laboratorio,4,Divorciado,3408,6705,7,Não,3,1,80,3,8,2,3,4,3,1,3,437
30,Nao,viaja-raramente,413,Vendas,7,1,Marketing,585,4,Masculino,57,3,1,Representante de Vendas,2,Solteiro,2983,18398,0,Não,3,1,80,0,4,3,3,3,2,1,2,438
35,Nao,viaja-raramente,1276,P & D,16,3,Ciencias Sociais,586,4,Masculino,72,3,3,Representante da Saude,3,Casado,7632,14295,4,Sim,3,3,80,0,10,2,3,8,7,0,0,439
31,Sim,viaja-frequentemente,534,P & D,20,3,Ciencias Sociais,587,1,Masculino,66,3,3,Representante da Saude,3,Casado,9824,22908,3,Não,3,1,80,0,12,2,3,1,0,0,0,440
34,Sim,viaja-frequentemente,988,Recursos Humanos,23,3,Recursos Humanos,590,2,Feminino,43,3,3,Recursos Humanos,1,Divorciado,9950,11533,9,Sim,3,3,80,3,11,2,3,3,2,0,2,441
42,Nao,viaja-frequentemente,1474,P & D,5,2,Outros,591,2,Masculino,97,3,1,Tecnico de Laboratorio,3,Casado,2093,9260,4,Não,3,4,80,1,8,4,3,2,2,2,0,442
36,Nao,nao-viaja,635,Vendas,10,4,Medicina,592,2,Masculino,32,3,3,Executivo de Vendas,4,Solteiro,9980,15318,1,Não,3,4,80,0,10,3,2,10,3,9,7,443
22,Sim,viaja-frequentemente,1368,P & D,4,1,Formacao Tecnica,593,3,Masculino,99,2,1,Tecnico de Laboratorio,3,Solteiro,3894,9129,5,Não,3,3,80,0,4,3,3,2,2,1,2,444
48,Nao,viaja-raramente,163,Vendas,2,5,Marketing,595,2,Feminino,37,3,2,Executivo de Vendas,4,Casado,4051,19658,2,Não,3,1,80,1,14,2,3,9,7,6,7,445
55,Nao,viaja-raramente,1117,Vendas,18,5,Ciencias Sociais,597,1,Feminino,83,3,4,Gestor,2,Solteiro,16835,9873,3,Não,4,4,80,0,37,2,3,10,9,7,7,446
41,Nao,nao-viaja,267,Vendas,10,2,Ciencias Sociais,599,4,Masculino,56,3,2,Executivo de Vendas,4,Solteiro,6230,13430,7,Não,3,4,80,0,16,3,3,14,3,1,10,447
35,Nao,viaja-raramente,619,Vendas,1,3,Marketing,600,2,Masculino,85,3,2,Executivo de Vendas,3,Casado,4717,18659,9,Não,3,3,80,0,15,2,3,11,9,6,9,448
40,Nao,viaja-raramente,302,P & D,6,3,Ciencias Sociais,601,2,Feminino,75,3,4,Diretor de Manufatura,3,Solteiro,13237,20364,7,Não,3,3,80,0,22,3,3,20,6,5,13,449
39,Nao,viaja-frequentemente,443,P & D,8,1,Ciencias Sociais,602,3,Feminino,48,3,1,Tecnico de Laboratorio,3,Casado,3755,17872,1,Não,3,1,80,1,8,3,3,8,3,0,7,450
31,Nao,viaja-raramente,828,Vendas,2,1,Ciencias Sociais,604,2,Masculino,77,3,2,Executivo de Vendas,4,Solteiro,6582,8346,4,Sim,3,3,80,0,10,2,4,6,5,0,5,451
42,Nao,viaja-raramente,319,P & D,24,3,Medicina,605,4,Masculino,56,3,3,Diretor de Manufatura,1,Casado,7406,6950,1,Sim,4,4,80,1,10,5,2,10,9,5,8,452
45,Nao,viaja-raramente,561,Vendas,2,3,Outros,606,4,Masculino,61,3,2,Executivo de Vendas,2,Casado,4805,16177,0,Não,3,2,80,1,9,3,4,8,7,3,7,453
26,Sim,viaja-frequentemente,426,Recursos Humanos,17,4,Ciencias Sociais,608,2,Feminino,58,3,1,Recursos Humanos,3,Divorciado,2741,22808,0,Sim,3,2,80,1,8,2,2,7,7,1,0,454
29,Nao,viaja-raramente,232,P & D,19,3,Formacao Tecnica,611,4,Masculino,34,3,2,Diretor de Manufatura,4,Divorciado,4262,22645,4,Não,3,2,80,2,8,2,4,3,2,1,2,455
33,Nao,viaja-raramente,922,P & D,1,5,Medicina,612,1,Feminino,95,4,4,Diretor de Pesquisa,3,Divorciado,16184,22578,4,Não,3,3,80,1,10,2,3,6,1,0,5,456
31,Nao,viaja-raramente,688,Vendas,7,3,Ciencias Sociais,613,3,Masculino,44,2,3,Gestor,4,Divorciado,11557,25291,9,Não,4,3,80,1,10,3,2,5,4,0,1,457
18,Sim,viaja-frequentemente,1306,Vendas,5,3,Marketing,614,2,Masculino,69,3,1,Representante de Vendas,2,Solteiro,1878,8059,1,Sim,3,4,80,0,0,3,3,0,0,0,0,458
40,Nao,nao-viaja,1094,Vendas,28,3,Outros,615,3,Masculino,58,1,3,Executivo de Vendas,1,Divorciado,10932,11373,3,Não,3,3,80,1,20,2,3,1,0,0,1,459
41,Nao,nao-viaja,509,P & D,2,4,Outros,616,1,Feminino,62,2,2,Representante da Saude,3,Solteiro,6811,2112,2,Sim,3,1,80,0,10,3,3,8,7,0,7,460
26,Nao,viaja-raramente,775,Vendas,29,2,Medicina,618,1,Masculino,45,3,2,Executivo de Vendas,3,Divorciado,4306,4267,5,Não,3,1,80,2,8,5,3,0,0,0,0,461
35,Nao,viaja-raramente,195,Vendas,1,3,Medicina,620,1,Feminino,80,3,2,Executivo de Vendas,3,Solteiro,4859,6698,1,Não,3,4,80,0,5,3,3,5,4,0,3,462
34,Nao,viaja-raramente,258,Vendas,21,4,Ciencias Sociais,621,4,Masculino,74,4,2,Executivo de Vendas,4,Solteiro,5337,19921,1,Não,3,4,80,0,10,3,3,10,7,5,7,463
26,Sim,viaja-raramente,471,P & D,24,3,Formacao Tecnica,622,3,Masculino,66,1,1,Tecnico de Laboratorio,4,Solteiro,2340,23213,1,Sim,3,2,80,0,1,3,1,1,0,0,0,464
37,Nao,viaja-raramente,799,P & D,1,3,Formacao Tecnica,623,2,Feminino,59,3,3,Diretor de Manufatura,4,Solteiro,7491,23848,4,Não,3,4,80,0,12,3,4,6,5,1,2,465
46,Nao,viaja-frequentemente,1034,P & D,18,1,Medicina,624,1,Feminino,86,3,3,Representante da Saude,3,Casado,10527,8984,5,Não,3,4,80,0,28,3,2,2,2,1,2,466
41,Nao,viaja-raramente,1276,Vendas,2,5,Ciencias Sociais,625,2,Feminino,91,3,4,Gestor,1,Casado,16595,5626,7,Não,3,2,80,1,22,2,3,18,16,11,8,467
